Zeit,RatePrz,Champion
16140.339483240741,4.11857441298394,aatrox
16154.708380555556,4.451054159346116,aatrox
16170.958402141203,4.194161615558409,aatrox
16186.20838662037,3.5388482801144656,aatrox
16202.87506769676,2.6380839091223542,aatrox
16217.49655699074,2.646687834369971,aatrox
16232.309100451388,2.420644276314379,aatrox
16247.743086145834,3.048444572859482,aatrox
16261.944469016204,3.057765513407813,aatrox
16276.756963321759,4.614369142830339,aatrox
16294.711846574073,2.657748594655954,aatrox
16310.027807349537,2.276962282633513,aatrox
16324.90690755787,1.7005519936915008,aatrox
16339.930583368056,1.8589290377645717,aatrox
16356.692547523147,1.6159506941760025,aatrox
16370.875022893519,1.4293770916055228,aatrox
16385.833353391205,1.6785098573091677,aatrox
16400.000019166666,2.398293816204264,aatrox
16421.37506847222,1.5689493433395874,aatrox
16437.991135856482,1.434581185735022,aatrox
16454.33341273148,1.7129872399930084,aatrox
16472.3750209375,1.1893571372191647,aatrox
16487.666695266205,1.2813734050813814,aatrox
16502.791732083333,1.1804593428626138,aatrox
16518.083405,1.177128018013576,aatrox
16534.37505295139,1.3402089725740391,aatrox
16549.91668914352,1.1627648528762713,aatrox
16565.541733888887,1.265725682724762,aatrox
16581.750029699073,1.3052234759482557,aatrox
16596.33951128472,1.6970586180395444,aatrox
16611.625047025464,1.504640549814527,aatrox
16626.8841653125,2.37902993252206,aatrox
16642.583404837962,2.3730157029927805,aatrox
16659.20845273148,1.8146202049139697,aatrox
16676.750069907408,1.5978028110303188,aatrox
16692.738115520835,1.9216752611194468,aatrox
16710.79168204861,1.6661308717383483,aatrox
16727.416694641204,1.2946792760673171,aatrox
16744.843897916668,1.5225450824519096,aatrox
16762.291732037036,2.182070774687513,aatrox
16781.41673763889,1.6658517703622213,aatrox
16798.625023356482,1.7971828248013098,aatrox
16814.70839596065,1.8491864831038798,aatrox
16832.916701643517,1.1431639467120054,aatrox
16849.208399016203,1.1160012019018328,aatrox
16866.041700914353,1.5468053902985694,aatrox
16881.625025578705,1.332144421981536,aatrox
16897.166735625,1.2212330852669524,aatrox
16914.791720300927,1.2029565984751833,aatrox
16931.00004289352,1.252975097040078,aatrox
16951.16671837963,0.9967505397951986,aatrox
16969.500027858798,1.0360624155086449,aatrox
16987.958358726853,1.0610311429417323,aatrox
17002.791710868056,1.0757550174713604,aatrox
17021.00004324074,1.0672497184125092,aatrox
17044.708381875,1.0014879928234603,aatrox
17064.87502016204,1.129847179712004,aatrox
17089.942590902778,1.2524991179583678,aatrox
17105.983610509258,1.2424355557099074,aatrox
17127.942161296298,0.9686004327789167,aatrox
17149.493078912037,0.822620176731869,aatrox
17164.666709872687,0.8620735220275377,aatrox
17180.52780025463,1.1886613654155165,aatrox
17195.68751991898,1.0068913629851368,aatrox
17211.368080925928,0.8140646950346171,aatrox
17225.777805555557,0.9936024707699096,aatrox
17240.50696400463,1.9075947718094577,aatrox
17255.722241006944,1.3278192521458874,aatrox
17270.805574085647,1.4007423663605083,aatrox
17286.534741493055,4.581358609794629,aatrox
17301.93834465278,1.8253082977009356,aatrox
17317.409738125,1.514805059889283,aatrox
17331.722245694444,1.4092125491089222,aatrox
17346.895854953702,1.50060921577315,aatrox
17362.4097375,1.2626670295152742,aatrox
17376.618070324075,0.9679210853410203,aatrox
17395.854189305555,0.8953299514625392,aatrox
17413.842945046297,0.8979537810259696,aatrox
17428.86113287037,0.9411999011070517,aatrox
17448.000019212963,1.545207767801211,aatrox
17463.979183217594,1.2534436978770616,aatrox
17479.034272662037,1.4504989944218873,aatrox
17494.020851203702,1.2253337271679166,aatrox
17508.87586423611,1.0954080884150814,aatrox
17523.020854120372,1.462592431491953,aatrox
17539.82809150463,1.7199768309949799,aatrox
17554.33335103009,1.5108948883102646,aatrox
17568.333353680555,2.072607385435068,aatrox
17583.333348738426,2.5277626450991075,aatrox
17597.63865773148,2.7391378246128797,aatrox
17612.333349988425,3.1006290386164577,aatrox
17627.291685891203,3.4708486779492698,aatrox
17642.29168777778,3.5414918694314594,aatrox
17656.29168891204,3.1278921795465062,aatrox
17671.291687546298,3.057638589922007,aatrox
17685.784442638887,3.1249621491987742,aatrox
17700.74392917824,8.945494385099973,aatrox
17715.0416909375,14.924546990619355,aatrox
17730.041682118055,12.708885737189368,aatrox
17744.041688194444,9.13227291529011,aatrox
17758.04168966435,8.651006917127297,aatrox
17772.40244221065,4.9835075308985415,aatrox
17787.00001923611,5.558539782127586,aatrox
17801.57312931713,8.649480315997986,aatrox
17816.00001528935,11.123732024896304,aatrox
17830.000020752315,12.79271218480945,aatrox
17844.041680497685,14.280991598930548,aatrox
17858.04168818287,13.323973546286084,aatrox
17873.041687465276,13.055127294564647,aatrox
17888.041690243055,11.362812128056781,aatrox
17903.041685381944,10.682161381393211,aatrox
17918.04168689815,13.447398721294881,aatrox
17932.95835136574,7.653234940554363,aatrox
17947.041688113426,2.6944177093359,aatrox
17962.041685104166,2.5260515675909914,aatrox
17976.95834909722,3.8379775487107333,aatrox
17991.91669108796,3.5096033680766325,aatrox
18007.916685636574,4.141968335493799,aatrox
18008.916683171297,3.9692595783728706,aatrox
18009.91668521991,3.762523402481246,aatrox
18010.916680532406,3.721020160652453,aatrox
18011.916682858795,3.6913669684335315,aatrox
18012.404592939816,3.6923675374662195,aatrox
18012.916688379628,3.737748749290768,aatrox
18013.473624618055,3.7964446781803654,aatrox
18014.041682789353,3.875151638833146,aatrox
18015.08335417824,3.8593998636053652,aatrox
18015.386308483798,3.7829994612332856,aatrox
18015.916683900465,3.7843743462191126,aatrox
18016.400201215278,3.649750165911262,aatrox
